Column,char,dialog,movie
336,MERRY,"I'm Ready!  , Sorry.  It Isn't All That Dangerous.  It's Not Even Sharp.",The Return of the King
337,EOWYN,"To The Smithy, Go!",The Return of the King
338,EOMER,You Should Not Encourage Him.,The Return of the King
339,EOWYN,You Should Not Doubt Him.,The Return of the King
340,EOMER,"I Do Not Doubt His Heart, Only The Reach Of His Arm.",The Return of the King
341,EOWYN,Why Should Merry Be Left Behind?  He Has As Much Cause To Go To War As You.  Why Can He Not Fight For Those He Loves?,The Return of the King
342,EOMER,"You Know As Little Of War As That Hobbit.   When The Fear Takes Him , And The Blood And The Screams And The Horror Of Battle Take Hold.  Do You Think He Would Stand And Fight?  He Would Flee.  And He Would Be Right To Do So.  ,  War Is The Province Of Men Eowyn.",The Return of the King
343,SOLDIER,Sir?  King Theoden Awaits You My Lord.,The Return of the King
344,SOLDIER,Watch Out!,The Return of the King
345,SOLDIER,Down To The Lower Levels Quick!,The Return of the King
346,SOLDIER,Double Up Men!,The Return of the King
347,GANDALF,"Hold Them Back, Do Not Give In To Fear. Stand To Your Posts. Fight!",The Return of the King
348,GANDALF,"Not At The Towers! Aim For The Trolls, Kill The Trolls!",The Return of the King
349,GANDALF,Bring Them Down!,The Return of the King
350,GANDALF,"Fight Them Back! ,peregrin Took! Go Back To The Citadel.",The Return of the King
351,PIPPIN,They Called Us Out To Fight.,The Return of the King
352,GANDALF,This Is No Place For A Hobbit!,The Return of the King
353,GANDALF,"Guard Of The Citadel Indeed! , Now Back Up The Hill Quickly. Quick!",The Return of the King
354,GOTHMOG,What Are You Doing You Useless Scum?,The Return of the King
355,ORC,The Door Wont Give. It's Too Strong.,The Return of the King
356,THEODEN,I Take My Leave.,The Return of the King
357,ARAGORN,My Lord Elrond,The Return of the King
358,ELROND,I Come On Behalf Of One Whom I Love.  Arwen Is Dying.  She Will Not Long Survive The Evil That Now Spreads From Mordor.  The Light Of The Evenstar Is Failing.  As Sauron's Power Grows Her Strength Wanes.  Arwen's Life Is Now Tied To The Fate Of The Ring.  The Shadow Is Upon Us Aragorn.  The End Has Come.,The Return of the King
359,ARAGORN,"It Will Not Be Our End, But His.",The Return of the King
360,ELROND,"You Ride To War But Not To Victory.  Sauron's Armies Ride On Minas Tirith, This You Know.  But In Secret He Sends Another Force, Which Will Attack, From The River. , A Fleet Of Corsair Ships Sails From The South.  They Will Be In The City In Two Days.  You're Outnumbered Aragorn.  You Need More Men.",The Return of the King
361,ARAGORN,There Are None.,The Return of the King
362,ELROND,There Are Those That Dwell In The Mountain.,The Return of the King
363,ARAGORN,"Murderers, Traitors. You Would Call Upon Them To Fight?  They Believe In Nothing.  They Answer To No One",The Return of the King
364,ELROND,"They Will Answer To The King Of Gondor.  , And'ril, The Flame Of The West, Forged From The Shards Of Narsil.",The Return of the King
365,ARAGORN,Sauron Will Not Have Forgotten The Sword Of Elendil.,The Return of the King
366,ARAGORN,The Blade That Was Broken Shall Return To Minas Tirith.,The Return of the King
367,ELROND,The Man Who Can Wield The Power Of This Sword Can Summon To Him An Army More Deadly Than Any That Walks This Earth.  Put Aside The Ranger.  Become Who You Were Born To Be 'nen I-estel Edain.,The Return of the King
368,ARAGORN,'-chebin Estel Anim.,The Return of the King
369,EOWYN,Why Are You Doing This?  The War Lies To The East.  You Cannot Leave On The Eve Of Battle.  You Cannot Abandon The Men.,The Return of the King
370,PIPPIN,What Were You Thinking Peregrin Took?  What Service Can A Hobbit Offer Such A Great Lord Of Men?,The Return of the King
371,FARAMIR,"It Was Well Done.  A Generous Deed Should Not Be Checked With Cold Counsel.  , You Are To Join The Tower Guard.",The Return of the King
372,PIPPIN,I Didn't Think They Would Find Any Livery That Would  Fit Me.,The Return of the King
373,FARAMIR,It Once Belonged To A Young Boy Of The City.  A Very Foolish One Who Wasted Many Hours Slaying Dragons Instead Of Attending His Studies.,The Return of the King
374,PIPPIN,This Was Yours?,The Return of the King
375,FARAMIR,"Yes, It Was Mine.  My Father Had It Made For Me.",The Return of the King
376,GOTHMOG,Get Back There And Smash It Down!,The Return of the King
377,ORC,But Nothing Can Breach It!,The Return of the King
378,GOTHMOG,"Grond Will Breach It! , Bring Out The Wolf's Head.",The Return of the King
379,ORCS,"Grond, Grond, Grond, Grond, Grond!",The Return of the King
380,ORCS,"Grond, Grond, Grond, Grond!",The Return of the King
381,ARAGORN,Eowyn',The Return of the King
382,EOWYN,We Need You Here.,The Return of the King
383,ARAGORN,Why Have You Come?,The Return of the King
384,EOWYN,Do You Not Know?,The Return of the King
385,ARAGORN,It Is But A Shadow And A Thought That You Love.  I Cannot Give You What You Seek.,The Return of the King
386,ARAGORN,I Have Wished You Joy Since First I Saw You.,The Return of the King
387,GIMLI,Just Where Do You Think You're Off To?,The Return of the King
388,ARAGORN,Not This Time.  This Time You Must Stay Gimli.,The Return of the King
389,GIMLI,Hmmmm,The Return of the King
390,LEGOLAS,Have You Learnt Nothing Of The Stubbornness Of Dwarves?,The Return of the King
391,GIMLI,You Might As Well Accept It.  We're Going With You Laddie.  Aragorn Smiles.,The Return of the King
392,SOLDIER,"What's Happening, Where Is He Going?  I Don't Understand.  , Lord Aragorn!  Why Does He Leave On The Eve Of Battle?",The Return of the King
393,GAMLING,He Leaves Because There Is No Hope.,The Return of the King
394,THEODEN,He Leaves Because He Must.,The Return of the King
395,PIPPIN,"Well, I'm Taller Than You Were Then.  Though, I'm Not Likely To Grow Anymore, Except Sideways.",The Return of the King
396,FARAMIR,"It Never Fitted Me Either.  Boromir Was Always The Soldier.  ,  They Were So Alike He And My Father.  Proud, Stubborn Even, But Strong.",The Return of the King
397,PIPPIN,I Think You Have Strength Of A Different Kind.  And One Day Your Father Will See It.,The Return of the King
398,PIPPIN,"Here Do I Swear Fealty And Service To Gondor In Peace Or War, In Living Or Dying, From , ' From This Hour Henceforth Until My Lord Release Me Or Death Take Me.",The Return of the King
399,DENETHOR,"And I Shall Not Forget It! ,  Nor Fail To Reward  That Which Is Given.  ,  Fealty With Love.  ,  Valour With Honour.  Disloyalty With Vengeance.  ,  I Do Not Think We Should So Lightly Abandon The Outer Defences.  Defences That Your Brother Long Held Intact.",The Return of the King
400,FARAMIR,What Would You Have Me Do?,The Return of the King
401,DENETHOR,I Will Not Yield The River And Pellenor Unfought.  Osgiliath Must Be Retaken.,The Return of the King
402,FARAMIR,My Lord Osgiliath Is Over Run.,The Return of the King
403,DENETHOR,Much Must Be Risked In War.    Is There A Captain Here Who Still Has The Courage To Do His Lord's Will?,The Return of the King
404,FARAMIR,You Wish Now That Our Places Had Been Exchanged.  That I Had Died And Boromir Had Lived.,The Return of the King
405,DENETHOR,"Yes, I Wish That.",The Return of the King
406,GAMLING,To Few Have Come.  We Cannot Defeat The Armies Of Mordor.,The Return of the King
407,THEODEN,"No, We Cannot.  But We Will Meet Them In Battle Nonetheless.",The Return of the King
408,THEODEN,"I Have Left Instruction. , The People Are To Follow Your Rule In My Stead. Take Up My Seat In The Golden Hall. Long May You Defend Edoras, If The Battle Goes Ill.",The Return of the King
409,EOWYN,What Other Duty Would You Have Me Do My Lord?,The Return of the King
410,THEODEN,"Duty? , No. , I Would Have You Smile Again, Not Grieve For Those Whose Time Has Come. You Shall Live To See These Days Renewed , ' And No More Despair",The Return of the King
411,FARAMIR,"Since You Are Robbed Of Boromir I Will Do What I Can In His Stead.  , If I Should Return, Think Better Of Me Father.",The Return of the King
412,DENETHOR,That Will Depend On The Manner Of Your Return.,The Return of the King
413,GOLLUM,Ech!,The Return of the King
414,SAM,What Are You Up To?  Sneaking Off Are We?,The Return of the King
415,GOLLUM,"Sneaking?  Sneaking?  Fat Hobbit Is Always So Polite.  Smeagol Shows Them Secret Ways That Nobody Else Could Find And They Say 'sneak!'  Sneak?  Very Nice Friend, Oh Yes My Precious Very Nice , Very Nice!",The Return of the King
416,SAM,Alright!  Alright!  You Just Startled Me Is All.  What Were You Doing?,The Return of the King
417,GOLLUM,Sneaking.,The Return of the King
418,SAM,"Fine, Have It Your Own Way.  ,  I'm Sorry To Wake You Mr Frodo But We Have To Be Moving On.",The Return of the King
419,FRODO,It's Dark Still.,The Return of the King
420,SAM,"It's Always Dark Here.  ,  It's Gone!  , The Elven Bread!",The Return of the King
421,FRODO,What?  That's All We Have Left!,The Return of the King
422,MADRIL,We Can't Hold Them.  The City Is Lost.,The Return of the King
423,FARAMIR,Tell The Men To Break Cover.  We Ride For Minas Tirith.,The Return of the King
424,DAMROD,Nazg'l!,The Return of the King
425,FARAMIR,Take Cover!  Nazgul!  Fall Back.  Fall Back To Minas Tirith!,The Return of the King
426,SAM,He Took It.  He Must Have.,The Return of the King
427,GOLLUM,"Smeagol?  No, No, Not Poor Smeagol.  Smeagol Hates Nasty Elf Bread.",The Return of the King
428,SAM,You're A Lying Rat!  What Did You Do With It?,The Return of the King
429,FRODO,"He Doesn't Eat It. , He Can't Have Taken It.",The Return of the King
430,GOLLUM,"Look, What's This?  ,  Crumbs On His Jacketses.  He Took It! ,he Took It! ,  I've Seen Him, He's Always Stuffing His Face When Master's Not Looking.",The Return of the King
431,SAM,"That's A Filthy Lie!  ,  You Stinking, Two Faced Sneak!",The Return of the King
432,FRODO,Sam!,The Return of the King
433,SAM,Call Me',The Return of the King
434,FRODO,Stop It!,The Return of the King
435,SAM,I'll Kill Him!,The Return of the King
436,FRODO,"Sam, No!",The Return of the King
437,SAM,"Oh My!   I'm Sorry.  I Didn't Mean It To Go So Far.  I Was Just So, So Angry!  Here Just' Let's Just Rest A Bit.",The Return of the King
438,FRODO,I'm All Right.,The Return of the King
439,SAM,"No.  No You're Not All Right, You're Exhausted.  It's That Gollum.  It's This Place.  It's That Thing Around Your Neck.  , I Could Help A Bit.  I Could Carry It For A While ,, Carry It For A While ,  I Could Carry It' I Could Carry It' Share The Load' Share The Load' Share The Load",The Return of the King
440,FRODO,Get Away!,The Return of the King
441,FARAMIR,"Fall Back!  ,  Retreat!  Retreat!  Run For Your Lives!",The Return of the King
442,GOTHMOG,The Age Of Men Is Over.  The Time Of The Orc Has Come.,The Return of the King
443,SOLDIERS,"Keep Going.  It's The Nazgul.  Take Cover My Lord.  , It's Coming.",The Return of the King
444,SOLDIERS IN MINAS TIRITH,Its Mithrandir!  The White Rider!,The Return of the King
445,SOLDIER,Pull!,The Return of the King
446,FARAMIR,"Mithrandir!  , They Broke Through Our Defences.  They've Taken The Bridge And The West Bank.  Battalions Of Orcs Are Crossing The River.",The Return of the King
447,IROLAS,It Is As The Lord Denethor Predicted!  Long Has He Foreseen This Doom!,The Return of the King
448,GANDALF,Foreseen And Done Nothing!,The Return of the King
449,GANDALF,Faramir?  This Is Not The First Halfling To Have Crossed Your Path.,The Return of the King
450,FARAMIR,No.,The Return of the King
451,PIPPIN,You've Seen Frodo And Sam?,The Return of the King
452,GANDALF,Where?  When?,The Return of the King
453,SAM,"I Don't Want To Keep It.  , I Just Want To Help.",The Return of the King
454,GOLLUM,See?  See?  He Wants It For Himself.,The Return of the King
455,SAM,"Shut Up You!  ,  Go Away!  Get Out Of Here!",The Return of the King
456,FRODO,"No Sam!  It's You!  ,  I'm Sorry Sam.",The Return of the King
457,SAM,But He's A Liar!  He's Poisoned You Against Me.,The Return of the King
458,FRODO,You Can't Help Me Any More.,The Return of the King
459,SAM,You Don't Mean That.,The Return of the King
460,FRODO,Go Home.,The Return of the King
461,GANDALF,"Faramir!  Faramir!  , Your Father's Will Has Turned To Madness.  Do Not Throw Away Your Life So Rashly.",The Return of the King
462,FARAMIR,"Where Does My Allegiance Lie If Not Here?  This Is The City Of The Men Of N'menor.  I Will Gladly Give My Life To Defend Her Beauty, Her Memory, Her Wisdom.",The Return of the King
463,GANDALF,"Your Father Loves You Faramir.  ,  He Will Remember It Before The End.",The Return of the King
464,DENETHOR,Can You Sing Master Hobbit?,The Return of the King
465,PIPPIN,"Well, Yes.  At Least Well Enough For My Own People.  But We Have No Songs For Great Halls And Evil Times.",The Return of the King
466,GANDALF,"Sauron's Wrath Will Be Terrible, His Retribution Swift.",The Two Towers
467,GANDALF,The Battle For Helm's Deep Is Over. The Battle For Middle-earth Is About To Begin.,The Two Towers
468,GANDALF,(looking Back Out To Mordor) All Our Hopes Now Lie With Two Little Hobbits...,The Two Towers
469,FARAMIR,"In Ithilien.  Not Two Days Ago.  Gandalf, They're Taking The Road To The Morgul Vale.",The Return of the King
470,GANDALF,And Then The Pass Of Cirith Ungol.,The Return of the King
471,PIPPIN,What Does That Mean? What's Wrong?  He Looks At Gandalf.,The Return of the King
472,GANDALF,Faramir Tell Me Everything.  Tell Me All You Know.,The Return of the King
473,DENETHOR,This Is How You Would Serve Your City?  You Would Risk Its Utter Ruin?,The Return of the King
474,FARAMIR,I Did What I Judged To Be Right.,The Return of the King
475,DENETHOR,"What You Judged To Be Right!  You Sent The Ring Of Power Into Mordor In The Hands Of A Witless Halfling!  It Should Have Been Brought Back To The Citadel To Be Kept Safe. Hidden.  Dark And Deep In The Vaults' Not To Be Used.  ,  Unless, At The Uttermost End Of Need.",The Return of the King
476,FARAMIR,I Would Not Use The Ring.  Not If Minas Tirith Were Falling In Ruin And I Alone Could Save Her.,The Return of the King
477,DENETHOR,Ever You Desire To Appear Lordly And Gracious As A King Of Old.   Boromir Would Have Remembered His Father's Need.   He Would Have Brought Me A Kingly Gift,The Return of the King
478,FARAMIR,Boromir Would Not Have Brought The Ring.   He Would Have Stretched Out His Hand To This Thing And Taking It He Would Have Fallen.,The Return of the King
479,DENETHOR,"And Why Should Your Songs Be Unfit For My Halls?  Come, Sing Me A Song.",The Return of the King
480,PIPPIN,"Home Is Behind, The World Ahead, ,  And There Are Many Paths To Tread, Through Shadow, To The Edge Of Night ,  Until The Stars Are All Alight. ,  Mist And Shadow Cloud And Shade, All Shall Fade, All Shall , 'fade.",The Return of the King
481,ORCS,"March, March!   March, March March!",The Return of the King
482,GANDALF VOICEOVER,...Somewhere In The Wilderness.,The Two Towers
483,SAM,I Wonder If We'll Ever Be Put Into Songs Or Tales.,The Two Towers
484,FRODO,What?,The Two Towers
485,SAM,"I Wonder If People Will Ever Say, ""let's Hear About Frodo And The Ring."" And They'll Say, ""yes! That's One Of My Favourite Stories."" ""frodo Was Really Courageous, Wasn't He, Dad? "" ""yes, My Boy. ,the Most Famousest Of Hobbits. And That's Saying A Lot."",",The Two Towers
